Zone,Gender,Year,Code,AgeGroup,Pop
23168,Male,1997,23,25-29,531
23168,Male,1997,23,30-34,454
23168,Male,1997,23,35-39,379
23168,Male,1997,23,40-44,296
23168,Male,1997,23,45-49,235
23168,Male,1997,23,5-9,862
23168,Male,1997,23,50-54,182
23168,Male,1997,23,55-59,152
23168,Male,1997,23,60-64,131
23168,Male,1997,23,65-69,111
23168,Male,1997,23,70-74,90
23168,Male,1997,23,75-79,85
23168,Male,1997,23,80-above,69
23168,Male,1998,23,0-4,901
23168,Male,1998,23,10-14,754
23168,Male,1998,23,15-19,651
23168,Male,1998,23,20-24,585
23168,Male,1998,23,25-29,523
23168,Male,1998,23,30-34,458
23168,Male,1998,23,35-39,393
23168,Male,1998,23,40-44,312
23168,Male,1998,23,45-49,251
23168,Male,1998,23,5-9,850
23168,Male,1998,23,50-54,197
23168,Male,1998,23,55-59,158
23168,Male,1998,23,60-64,142
23168,Male,1998,23,65-69,118
23168,Male,1998,23,70-74,95
23168,Male,1998,23,75-79,90
23168,Male,1998,23,80-above,75
23168,Male,1999,23,0-4,870
23168,Male,1999,23,10-14,763
23168,Male,1999,23,15-19,655
23168,Male,1999,23,20-24,589
23168,Male,1999,23,25-29,517
23168,Male,1999,23,30-34,462
23168,Male,1999,23,35-39,405
23168,Male,1999,23,40-44,329
23168,Male,1999,23,45-49,267
23168,Male,1999,23,5-9,836
23168,Male,1999,23,50-54,214
23168,Male,1999,23,55-59,168
23168,Male,1999,23,60-64,154
23168,Male,1999,23,65-69,129
23168,Male,1999,23,70-74,99
23168,Male,1999,23,75-79,89
23168,Male,1999,23,80-above,82
23168,Male,2000,23,0-4,840
23168,Male,2000,23,10-14,768
23168,Male,2000,23,15-19,661
23168,Male,2000,23,20-24,591
23168,Male,2000,23,25-29,513
23168,Male,2000,23,30-34,461
23168,Male,2000,23,35-39,418
23168,Male,2000,23,40-44,345
23168,Male,2000,23,45-49,286
23168,Male,2000,23,5-9,816
23168,Male,2000,23,50-54,231
23168,Male,2000,23,55-59,180
23168,Male,2000,23,60-64,164
23168,Male,2000,23,65-69,142
23168,Male,2000,23,70-74,107
23168,Male,2000,23,75-79,92
23168,Male,2000,23,80-above,88
23168,Male,2001,23,0-4,816
23168,Male,2001,23,10-14,766
23168,Male,2001,23,15-19,665
23168,Male,2001,23,20-24,591
23168,Male,2001,23,25-29,510
23168,Male,2001,23,30-34,464
23168,Male,2001,23,35-39,431
23168,Male,2001,23,40-44,362
23168,Male,2001,23,45-49,305
23168,Male,2001,23,5-9,800
23168,Male,2001,23,50-54,247
23168,Male,2001,23,55-59,192
23168,Male,2001,23,60-64,175
23168,Male,2001,23,65-69,153
23168,Male,2001,23,70-74,113
23168,Male,2001,23,75-79,96
23168,Male,2001,23,80-above,95
23168,Male,2002,23,0-4,793
23168,Male,2002,23,10-14,767
23168,Male,2002,23,15-19,670
23168,Male,2002,23,20-24,591
23168,Male,2002,23,25-29,511
23168,Male,2002,23,30-34,467
23168,Male,2002,23,35-39,444
23168,Male,2002,23,40-44,381
23168,Male,2002,23,45-49,324
23168,Male,2002,23,5-9,780
23168,Male,2002,23,50-54,264
23168,Male,2002,23,55-59,206
23168,Male,2002,23,60-64,183
23168,Male,2002,23,65-69,165
23168,Male,2002,23,70-74,121
23168,Male,2002,23,75-79,98
23168,Male,2002,23,80-above,103
23168,Male,2003,23,0-4,772
23168,Male,2003,23,10-14,763
23168,Male,2003,23,15-19,676
23168,Male,2003,23,20-24,590
23168,Male,2003,23,25-29,513
23168,Male,2003,23,30-34,469
23168,Male,2003,23,35-39,456
23168,Male,2003,23,40-44,400
23168,Male,2003,23,45-49,343
23168,Male,2003,23,5-9,758
23168,Male,2003,23,50-54,280
23168,Male,2003,23,55-59,220
23168,Male,2003,23,60-64,193
23168,Male,2003,23,65-69,176
23168,Male,2003,23,70-74,130
23168,Male,2003,23,75-79,100
23168,Male,2003,23,80-above,109
23168,Male,2004,23,0-4,759
23168,Male,2004,23,10-14,758
23168,Male,2004,23,15-19,680
23168,Male,2004,23,20-24,591
23168,Male,2004,23,25-29,515
23168,Male,2004,23,30-34,471
23168,Male,2004,23,35-39,468
23168,Male,2004,23,40-44,418
23168,Male,2004,23,45-49,364
23168,Male,2004,23,5-9,732
23168,Male,2004,23,50-54,298
23168,Male,2004,23,55-59,237
23168,Male,2004,23,60-64,201
23168,Male,2004,23,65-69,186
23168,Male,2004,23,70-74,137
23168,Male,2004,23,75-79,100
23168,Male,2004,23,80-above,114
23168,Male,2005,23,0-4,749
23168,Male,2005,23,10-14,754
23168,Male,2005,23,15-19,686
23168,Male,2005,23,20-24,593
23168,Male,2005,23,25-29,515
23168,Male,2005,23,30-34,475
23168,Male,2005,23,35-39,477
23168,Male,2005,23,40-44,434
23168,Male,2005,23,45-49,381
23168,Male,2005,23,5-9,711
23168,Male,2005,23,50-54,314
23168,Male,2005,23,55-59,249
23168,Male,2005,23,60-64,210
23168,Male,2005,23,65-69,195
23168,Male,2005,23,70-74,146
23168,Male,2005,23,75-79,101
23168,Male,2005,23,80-above,121
23168,Male,2006,23,0-4,763
23168,Male,2006,23,10-14,746
23168,Male,2006,23,15-19,697
23168,Male,2006,23,20-24,602
23168,Male,2006,23,25-29,520
23168,Male,2006,23,30-34,475
23168,Male,2006,23,35-39,474
23168,Male,2006,23,40-44,441
23168,Male,2006,23,45-49,390
23168,Male,2006,23,5-9,712
23168,Male,2006,23,50-54,327
23168,Male,2006,23,55-59,260
23168,Male,2006,23,60-64,213
23168,Male,2006,23,65-69,196
23168,Male,2006,23,70-74,153
23168,Male,2006,23,75-79,95
23168,Male,2006,23,80-above,122
23168,Male,2007,23,0-4,774
23168,Male,2007,23,10-14,733
23168,Male,2007,23,15-19,709
23168,Male,2007,23,20-24,613
23168,Male,2007,23,25-29,527
23168,Male,2007,23,30-34,475
23168,Male,2007,23,35-39,468
23168,Male,2007,23,40-44,450
23168,Male,2007,23,45-49,397
23168,Male,2007,23,5-9,715
23168,Male,2007,23,50-54,338
23168,Male,2007,23,55-59,271
23168,Male,2007,23,60-64,217
23168,Male,2007,23,65-69,193
23168,Male,2007,23,70-74,159
23168,Male,2007,23,75-79,93
23168,Male,2007,23,80-above,123
23168,Male,2008,23,0-4,782
23168,Male,2008,23,10-14,717
23168,Male,2008,23,15-19,715
23168,Male,2008,23,20-24,623
23168,Male,2008,23,25-29,534
23168,Male,2008,23,30-34,475
23168,Male,2008,23,35-39,458
23168,Male,2008,23,40-44,454
23168,Male,2008,23,45-49,403
23168,Male,2008,23,5-9,728
23168,Male,2008,23,50-54,350
23168,Male,2008,23,55-59,283
23168,Male,2008,23,60-64,224
23168,Male,2008,23,65-69,192
23168,Male,2008,23,70-74,166
23168,Male,2008,23,75-79,98
23168,Male,2008,23,80-above,124
23168,Male,2009,23,0-4,786
23168,Male,2009,23,10-14,702
23168,Male,2009,23,15-19,718
23168,Male,2009,23,20-24,632
23168,Male,2009,23,25-29,543
23168,Male,2009,23,30-34,477
23168,Male,2009,23,35-39,452
23168,Male,2009,23,40-44,461
23168,Male,2009,23,45-49,411
23168,Male,2009,23,5-9,742
23168,Male,2009,23,50-54,361
23168,Male,2009,23,55-59,295
23168,Male,2009,23,60-64,231
23168,Male,2009,23,65-69,192
23168,Male,2009,23,70-74,171
23168,Male,2009,23,75-79,107
23168,Male,2009,23,80-above,126
23168,Male,2010,23,0-4,779
23168,Male,2010,23,10-14,696
23168,Male,2010,23,15-19,715
23168,Male,2010,23,20-24,639
23168,Male,2010,23,25-29,551
23168,Male,2010,23,30-34,483
23168,Male,2010,23,35-39,449
23168,Male,2010,23,40-44,462
23168,Male,2010,23,45-49,419
23168,Male,2010,23,5-9,759
23168,Male,2010,23,50-54,371
23168,Male,2010,23,55-59,308
23168,Male,2010,23,60-64,240
23168,Male,2010,23,65-69,195
23168,Male,2010,23,70-74,173
23168,Male,2010,23,75-79,119
23168,Male,2010,23,80-above,128
23168,Male,2011,23,0-4,772
23168,Male,2011,23,10-14,699
23168,Male,2011,23,15-19,710
23168,Male,2011,23,20-24,648
23168,Male,2011,23,25-29,560
23168,Male,2011,23,30-34,487
23168,Male,2011,23,35-39,449
23168,Male,2011,23,40-44,456
23168,Male,2011,23,45-49,427
23168,Male,2011,23,5-9,765
23168,Male,2011,23,50-54,379
23168,Male,2011,23,55-59,321
23168,Male,2011,23,60-64,249
23168,Male,2011,23,65-69,198
23168,Male,2011,23,70-74,171
23168,Male,2011,23,75-79,126
23168,Male,2011,23,80-above,132
23168,Male,2012,23,0-4,764
23168,Male,2012,23,10-14,707
23168,Male,2012,23,15-19,698
23168,Male,2012,23,20-24,656
23168,Male,2012,23,25-29,567
23168,Male,2012,23,30-34,496
23168,Male,2012,23,35-39,449
23168,Male,2012,23,40-44,452
23168,Male,2012,23,45-49,435
23168,Male,2012,23,5-9,769
23168,Male,2012,23,50-54,388
23168,Male,2012,23,55-59,333
23168,Male,2012,23,60-64,262
23168,Male,2012,23,65-69,203
23168,Male,2012,23,70-74,169
23168,Male,2012,23,75-79,133
23168,Male,2012,23,80-above,135
23168,Male,2013,23,0-4,759
23168,Male,2013,23,10-14,718
23168,Male,2013,23,15-19,687
23168,Male,2013,23,20-24,663
23168,Male,2013,23,25-29,574
23168,Male,2013,23,30-34,501
23168,Male,2013,23,35-39,453
23168,Male,2013,23,40-44,446
23168,Male,2013,23,45-49,443
23168,Male,2013,23,5-9,769
23168,Male,2013,23,50-54,397
23168,Male,2013,23,55-59,344
23168,Male,2013,23,60-64,273
23168,Male,2013,23,65-69,210
23168,Male,2013,23,70-74,169
23168,Male,2013,23,75-79,137
23168,Male,2013,23,80-above,140
23168,Male,2014,23,0-4,758
23168,Male,2014,23,10-14,733
23168,Male,2014,23,15-19,677
23168,Male,2014,23,20-24,666
23168,Male,2014,23,25-29,581
23168,Male,2014,23,30-34,509
23168,Male,2014,23,35-39,460
23168,Male,2014,23,40-44,441
23168,Male,2014,23,45-49,449
23168,Male,2014,23,5-9,768
23168,Male,2014,23,50-54,405
23168,Male,2014,23,55-59,355
23168,Male,2014,23,60-64,285
23168,Male,2014,23,65-69,216
23168,Male,2014,23,70-74,171
23168,Male,2014,23,75-79,140
23168,Male,2014,23,80-above,143
23168,Male,2015,23,0-4,754
23168,Male,2015,23,10-14,751
23168,Male,2015,23,15-19,675
23168,Male,2015,23,20-24,666
23168,Male,2015,23,25-29,586
23168,Male,2015,23,30-34,516
23168,Male,2015,23,35-39,465
23168,Male,2015,23,40-44,439
23168,Male,2015,23,45-49,451
23168,Male,2015,23,5-9,756
23168,Male,2015,23,50-54,413
23168,Male,2015,23,55-59,367
23168,Male,2015,23,60-64,301
23168,Male,2015,23,65-69,225
23168,Male,2015,23,70-74,175
23168,Male,2015,23,75-79,140
23168,Male,2015,23,80-above,146
23168,Male,2016,23,0-4,756
23168,Male,2016,23,10-14,755
23168,Male,2016,23,15-19,680
23168,Male,2016,23,20-24,665
23168,Male,2016,23,25-29,595
23168,Male,2016,23,30-34,522
23168,Male,2016,23,35-39,470
23168,Male,2016,23,40-44,438
23168,Male,2016,23,45-49,447
23168,Male,2016,23,5-9,755
23168,Male,2016,23,50-54,420
23168,Male,2016,23,55-59,377
23168,Male,2016,23,60-64,313
23168,Male,2016,23,65-69,235
23168,Male,2016,23,70-74,179
23168,Male,2016,23,75-79,143
23168,Male,2016,23,80-above,149
23168,Male,2017,23,0-4,753
23168,Male,2017,23,10-14,758
23168,Male,2017,23,15-19,686
23168,Male,2017,23,20-24,658
23168,Male,2017,23,25-29,604
23168,Male,2017,23,30-34,529
23168,Male,2017,23,35-39,476
23168,Male,2017,23,40-44,440
23168,Male,2017,23,45-49,444
23168,Male,2017,23,5-9,757
23168,Male,2017,23,50-54,429
23168,Male,2017,23,55-59,384
23168,Male,2017,23,60-64,324
23168,Male,2017,23,65-69,246
23168,Male,2017,23,70-74,183
23168,Male,2017,23,75-79,143
23168,Male,2017,23,80-above,150
23168,Male,2018,23,0-4,751
23168,Male,2018,23,10-14,760
23168,Male,2018,23,15-19,695
23168,Male,2018,23,20-24,651
23168,Male,2018,23,25-29,613
23168,Male,2018,23,30-34,536
23168,Male,2018,23,35-39,480
23168,Male,2018,23,40-44,446
23168,Male,2018,23,45-49,436
23168,Male,2018,23,5-9,754
23168,Male,2018,23,50-54,438
23168,Male,2018,23,55-59,392
23168,Male,2018,23,60-64,335
23168,Male,2018,23,65-69,258
23168,Male,2018,23,70-74,189
23168,Male,2018,23,75-79,142
23168,Male,2018,23,80-above,153
23168,Male,2019,23,0-4,746
23168,Male,2019,23,10-14,758
23168,Male,2019,23,15-19,707
23168,Male,2019,23,20-24,643
23168,Male,2019,23,25-29,620
23168,Male,2019,23,30-34,546
23168,Male,2019,23,35-39,487
23168,Male,2019,23,40-44,451
23168,Male,2019,23,45-49,431
23168,Male,2019,23,5-9,754
23168,Male,2019,23,50-54,445
23168,Male,2019,23,55-59,402
23168,Male,2019,23,60-64,347
23168,Male,2019,23,65-69,269
23168,Male,2019,23,70-74,196
23168,Male,2019,23,75-79,139
23168,Male,2019,23,80-above,157
23168,Male,2020,23,0-4,743
23168,Male,2020,23,10-14,746
23168,Male,2020,23,15-19,723
23168,Male,2020,23,20-24,639
23168,Male,2020,23,25-29,624
23168,Male,2020,23,30-34,556
23168,Male,2020,23,35-39,494
23168,Male,2020,23,40-44,455
23168,Male,2020,23,45-49,429
23168,Male,2020,23,5-9,753
23168,Male,2020,23,50-54,445
23168,Male,2020,23,55-59,408
23168,Male,2020,23,60-64,358
23168,Male,2020,23,65-69,279
23168,Male,2020,23,70-74,203
23168,Male,2020,23,75-79,140
23168,Male,2020,23,80-above,159
23168,Total,1985,23,0-4,1696
23168,Total,1985,23,10-14,1334
23168,Total,1985,23,15-19,1327
23168,Total,1985,23,20-24,1197
23168,Total,1985,23,25-29,924
23168,Total,1985,23,30-34,730
23168,Total,1985,23,35-39,557
23168,Total,1985,23,40-44,396
23168,Total,1985,23,45-49,389
23168,Total,1985,23,5-9,1506
23168,Total,1985,23,50-54,309
23168,Total,1985,23,55-59,252
23168,Total,1985,23,60-64,221
23168,Total,1985,23,65-69,162
23168,Total,1985,23,70-74,102
23168,Total,1985,23,75-79,70
23168,Total,1985,23,80-above,30
23168,Total,1986,23,0-4,1715
23168,Total,1986,23,10-14,1354
23168,Total,1986,23,15-19,1337
23168,Total,1986,23,20-24,1222
23168,Total,1986,23,25-29,953
23168,Total,1986,23,30-34,749
23168,Total,1986,23,35-39,575
23168,Total,1986,23,40-44,403
23168,Total,1986,23,45-49,382
23168,Total,1986,23,5-9,1540
23168,Total,1986,23,50-54,312
23168,Total,1986,23,55-59,245
23168,Total,1986,23,60-64,219
23168,Total,1986,23,65-69,167
23168,Total,1986,23,70-74,103
23168,Total,1986,23,75-79,73
23168,Total,1986,23,80-above,35
23168,Total,1987,23,0-4,1743
23168,Total,1987,23,10-14,1382
23168,Total,1987,23,15-19,1331
23168,Total,1987,23,20-24,1245
23168,Total,1987,23,25-29,983
23168,Total,1987,23,30-34,770
23168,Total,1987,23,35-39,592
23168,Total,1987,23,40-44,416
23168,Total,1987,23,45-49,373
23168,Total,1987,23,5-9,1562
23168,Total,1987,23,50-54,314
23168,Total,1987,23,55-59,239
23168,Total,1987,23,60-64,213
23168,Total,1987,23,65-69,172
23168,Total,1987,23,70-74,109
23168,Total,1987,23,75-79,78
23168,Total,1987,23,80-above,39
23168,Total,1988,23,0-4,1777
23168,Total,1988,23,10-14,1413
23168,Total,1988,23,15-19,1321
23168,Total,1988,23,20-24,1266
23168,Total,1988,23,25-29,1007
23168,Total,1988,23,30-34,791
23168,Total,1988,23,35-39,606
23168,Total,1988,23,40-44,430
23168,Total,1988,23,45-49,363
23168,Total,1988,23,5-9,1581
23168,Total,1988,23,50-54,315
23168,Total,1988,23,55-59,238
23168,Total,1988,23,60-64,209
23168,Total,1988,23,65-69,176
23168,Total,1988,23,70-74,113
23168,Total,1988,23,75-79,81
23168,Total,1988,23,80-above,45
23168,Total,1989,23,0-4,1825
23168,Total,1989,23,10-14,1439
23168,Total,1989,23,15-19,1311
23168,Total,1989,23,20-24,1278
23168,Total,1989,23,25-29,1026
23168,Total,1989,23,30-34,810
23168,Total,1989,23,35-39,619
23168,Total,1989,23,40-44,444
23168,Total,1989,23,45-49,357
23168,Total,1989,23,5-9,1595
23168,Total,1989,23,50-54,316
23168,Total,1989,23,55-59,236
23168,Total,1989,23,60-64,205
23168,Total,1989,23,65-69,176
23168,Total,1989,23,70-74,119
23168,Total,1989,23,75-79,88
23168,Total,1989,23,80-above,51
23168,Total,1990,23,0-4,1853
23168,Total,1990,23,10-14,1463
23168,Total,1990,23,15-19,1306
23168,Total,1990,23,20-24,1279
23168,Total,1990,23,25-29,1048
23168,Total,1990,23,30-34,827
23168,Total,1990,23,35-39,635
23168,Total,1990,23,40-44,463
23168,Total,1990,23,45-49,356
23168,Total,1990,23,5-9,1616
23168,Total,1990,23,50-54,313
23168,Total,1990,23,55-59,237
23168,Total,1990,23,60-64,201
23168,Total,1990,23,65-69,178
23168,Total,1990,23,70-74,124
23168,Total,1990,23,75-79,95
23168,Total,1990,23,80-above,57
23168,Total,1991,23,0-4,1891
23168,Total,1991,23,10-14,1476
23168,Total,1991,23,15-19,1306
23168,Total,1991,23,20-24,1269
23168,Total,1991,23,25-29,1066
23168,Total,1991,23,30-34,842
23168,Total,1991,23,35-39,650
23168,Total,1991,23,40-44,476
23168,Total,1991,23,45-49,360
23168,Total,1991,23,5-9,1640
23168,Total,1991,23,50-54,310
23168,Total,1991,23,55-59,237
23168,Total,1991,23,60-64,202
23168,Total,1991,23,65-69,180
23168,Total,1991,23,70-74,127
23168,Total,1991,23,75-79,96
23168,Total,1991,23,80-above,65
23168,Total,1992,23,0-4,1905
23168,Total,1992,23,10-14,1482
23168,Total,1992,23,15-19,1312
23168,Total,1992,23,20-24,1247
23168,Total,1992,23,25-29,1083
23168,Total,1992,23,30-34,857
23168,Total,1992,23,35-39,666
23168,Total,1992,23,40-44,490
23168,Total,1992,23,45-49,369
23168,Total,1992,23,5-9,1665
23168,Total,1992,23,50-54,307
23168,Total,1992,23,55-59,245
23168,Total,1992,23,60-64,206
23168,Total,1992,23,65-69,183
23168,Total,1992,23,70-74,135
23168,Total,1992,23,75-79,103
23168,Total,1992,23,80-above,73
23168,Total,1993,23,0-4,1914
23168,Total,1993,23,10-14,1485
23168,Total,1993,23,15-19,1319
23168,Total,1993,23,20-24,1222
23168,Total,1993,23,25-29,1096
23168,Total,1993,23,30-34,869
23168,Total,1993,23,35-39,683
23168,Total,1993,23,40-44,503
23168,Total,1993,23,45-49,384
23168,Total,1993,23,5-9,1689
23168,Total,1993,23,50-54,305
23168,Total,1993,23,55-59,253
23168,Total,1993,23,60-64,210
23168,Total,1993,23,65-69,185
23168,Total,1993,23,70-74,145
23168,Total,1993,23,75-79,108
23168,Total,1993,23,80-above,82
23168,Total,1994,23,0-4,1903
23168,Total,1994,23,10-14,1487
23168,Total,1994,23,15-19,1319
23168,Total,1994,23,20-24,1196
23168,Total,1994,23,25-29,1103
23168,Total,1994,23,30-34,881
23168,Total,1994,23,35-39,706
23168,Total,1994,23,40-44,517
23168,Total,1994,23,45-49,404
23168,Total,1994,23,5-9,1698
23168,Total,1994,23,50-54,311
23168,Total,1994,23,55-59,264
23168,Total,1994,23,60-64,220
23168,Total,1994,23,65-69,189
23168,Total,1994,23,70-74,153
23168,Total,1994,23,75-79,121
23168,Total,1994,23,80-above,93
23168,Total,1995,23,0-4,1887
23168,Total,1995,23,10-14,1491
23168,Total,1995,23,15-19,1320
23168,Total,1995,23,20-24,1181
23168,Total,1995,23,25-29,1099
23168,Total,1995,23,30-34,895
23168,Total,1995,23,35-39,722
23168,Total,1995,23,40-44,538
23168,Total,1995,23,45-49,424
23168,Total,1995,23,5-9,1696
23168,Total,1995,23,50-54,321
23168,Total,1995,23,55-59,275
23168,Total,1995,23,60-64,228
23168,Total,1995,23,65-69,196
23168,Total,1995,23,70-74,161
23168,Total,1995,23,75-79,132
23168,Total,1995,23,80-above,103
23168,Total,1996,23,0-4,1876
23168,Total,1996,23,10-14,1491
23168,Total,1996,23,15-19,1315
23168,Total,1996,23,20-24,1166
23168,Total,1996,23,25-29,1085
23168,Total,1996,23,30-34,903
23168,Total,1996,23,35-39,740
23168,Total,1996,23,40-44,560
23168,Total,1996,23,45-49,444
23168,Total,1996,23,5-9,1689
23168,Total,1996,23,50-54,338
23168,Total,1996,23,55-59,283
23168,Total,1996,23,60-64,245
23168,Total,1996,23,65-69,207
23168,Total,1996,23,70-74,165
23168,Total,1996,23,75-79,146
23168,Total,1996,23,80-above,116
23168,Total,1997,23,0-4,1850
23168,Total,1997,23,10-14,1491
23168,Total,1997,23,15-19,1307
23168,Total,1997,23,20-24,1161
23168,Total,1997,23,25-29,1065
23168,Total,1997,23,30-34,914
23168,Total,1997,23,35-39,758
23168,Total,1997,23,40-44,585
23168,Total,1997,23,45-49,465
23168,Total,1997,23,5-9,1681
23168,Total,1997,23,50-54,358
23168,Total,1997,23,55-59,294
23168,Total,1997,23,60-64,259
23168,Total,1997,23,65-69,220
23168,Total,1997,23,70-74,172
23168,Total,1997,23,75-79,155
23168,Total,1997,23,80-above,132
23168,Total,1998,23,0-4,1807
23168,Total,1998,23,10-14,1490
23168,Total,1998,23,15-19,1299
23168,Total,1998,23,20-24,1159
23168,Total,1998,23,25-29,1043
23168,Total,1998,23,30-34,922
23168,Total,1998,23,35-39,777
23168,Total,1998,23,40-44,614
23168,Total,1998,23,45-49,491
23168,Total,1998,23,5-9,1661
23168,Total,1998,23,50-54,386
23168,Total,1998,23,55-59,305
23168,Total,1998,23,60-64,278
23168,Total,1998,23,65-69,235
23168,Total,1998,23,70-74,181
23168,Total,1998,23,75-79,165
23168,Total,1998,23,80-above,145
23168,Total,1999,23,0-4,1754
23168,Total,1999,23,10-14,1492
23168,Total,1999,23,15-19,1294
23168,Total,1999,23,20-24,1159
23168,Total,1999,23,25-29,1024
23168,Total,1999,23,30-34,923
23168,Total,1999,23,35-39,794
23168,Total,1999,23,40-44,644
23168,Total,1999,23,45-49,515
23168,Total,1999,23,5-9,1636
23168,Total,1999,23,50-54,418
23168,Total,1999,23,55-59,320
23168,Total,1999,23,60-64,298
23168,Total,1999,23,65-69,255
23168,Total,1999,23,70-74,192
23168,Total,1999,23,75-79,168
23168,Total,1999,23,80-above,161
23168,Total,2000,23,0-4,1697
23168,Total,2000,23,10-14,1491
23168,Total,2000,23,15-19,1294
23168,Total,2000,23,20-24,1157
23168,Total,2000,23,25-29,1009
23168,Total,2000,23,30-34,917
23168,Total,2000,23,35-39,810
23168,Total,2000,23,40-44,672
23168,Total,2000,23,45-49,548
23168,Total,2000,23,5-9,1599
23168,Total,2000,23,50-54,448
23168,Total,2000,23,55-59,343
23168,Total,2000,23,60-64,315
23168,Total,2000,23,65-69,278
23168,Total,2000,23,70-74,209
23168,Total,2000,23,75-79,174
23168,Total,2000,23,80-above,175
23168,Total,2001,23,0-4,1654
23168,Total,2001,23,10-14,1477
23168,Total,2001,23,15-19,1289
23168,Total,2001,23,20-24,1149
23168,Total,2001,23,25-29,998
23168,Total,2001,23,30-34,917
23168,Total,2001,23,35-39,831
23168,Total,2001,23,40-44,701
23168,Total,2001,23,45-49,580
23168,Total,2001,23,5-9,1562
23168,Total,2001,23,50-54,478
23168,Total,2001,23,55-59,364
23168,Total,2001,23,60-64,333
23168,Total,2001,23,65-69,298
23168,Total,2001,23,70-74,223
23168,Total,2001,23,75-79,182
23168,Total,2001,23,80-above,191
23168,Total,2002,23,0-4,1617
23168,Total,2002,23,10-14,1464
23168,Total,2002,23,15-19,1284
23168,Total,2002,23,20-24,1140
23168,Total,2002,23,25-29,989
23168,Total,2002,23,30-34,916
23168,Total,2002,23,35-39,849
23168,Total,2002,23,40-44,733
23168,Total,2002,23,45-49,614
23168,Total,2002,23,5-9,1518
23168,Total,2002,23,50-54,507
23168,Total,2002,23,55-59,388
23168,Total,2002,23,60-64,347
23168,Total,2002,23,65-69,319
23168,Total,2002,23,70-74,239
23168,Total,2002,23,75-79,187
23168,Total,2002,23,80-above,207
23168,Total,2003,23,0-4,1580
23168,Total,2003,23,10-14,1449
23168,Total,2003,23,15-19,1280
23168,Total,2003,23,20-24,1131
23168,Total,2003,23,25-29,984
23168,Total,2003,23,30-34,913
23168,Total,2003,23,35-39,868
23168,Total,2003,23,40-44,767
23168,Total,2003,23,45-49,648
23168,Total,2003,23,5-9,1471
23168,Total,2003,23,50-54,534
23168,Total,2003,23,55-59,414
23168,Total,2003,23,60-64,365
23168,Total,2003,23,65-69,338
23168,Total,2003,23,70-74,258
23168,Total,2003,23,75-79,193
23168,Total,2003,23,80-above,221
23168,Total,2004,23,0-4,1555
23168,Total,2004,23,10-14,1433
23168,Total,2004,23,15-19,1276
23168,Total,2004,23,20-24,1124
23168,Total,2004,23,25-29,978
23168,Total,2004,23,30-34,912
23168,Total,2004,23,35-39,885
23168,Total,2004,23,40-44,798
23168,Total,2004,23,45-49,685
23168,Total,2004,23,5-9,1421
23168,Total,2004,23,50-54,568
23168,Total,2004,23,55-59,443
23168,Total,2004,23,60-64,380
23168,Total,2004,23,65-69,357
23168,Total,2004,23,70-74,273
23168,Total,2004,23,75-79,196
23168,Total,2004,23,80-above,236
23168,Total,2005,23,0-4,1543
23168,Total,2005,23,10-14,1418
23168,Total,2005,23,15-19,1277
23168,Total,2005,23,20-24,1121
23168,Total,2005,23,25-29,974
23168,Total,2005,23,30-34,915
23168,Total,2005,23,35-39,899
23168,Total,2005,23,40-44,827
23168,Total,2005,23,45-49,716
23168,Total,2005,23,5-9,1379
23168,Total,2005,23,50-54,596
23168,Total,2005,23,55-59,464
23168,Total,2005,23,60-64,396
23168,Total,2005,23,65-69,373
23168,Total,2005,23,70-74,290
23168,Total,2005,23,75-79,201
23168,Total,2005,23,80-above,250
23168,Total,2006,23,0-4,1553
23168,Total,2006,23,10-14,1407
23168,Total,2006,23,15-19,1297
23168,Total,2006,23,20-24,1136
23168,Total,2006,23,25-29,984
23168,Total,2006,23,30-34,914
23168,Total,2006,23,35-39,898
23168,Total,2006,23,40-44,843
23168,Total,2006,23,45-49,734
23168,Total,2006,23,5-9,1383
23168,Total,2006,23,50-54,620
23168,Total,2006,23,55-59,485
23168,Total,2006,23,60-64,402
23168,Total,2006,23,65-69,374
23168,Total,2006,23,70-74,302
23168,Total,2006,23,75-79,190
23168,Total,2006,23,80-above,251
23168,Total,2007,23,0-4,1555
23168,Total,2007,23,10-14,1388
23168,Total,2007,23,15-19,1319
23168,Total,2007,23,20-24,1153
23168,Total,2007,23,25-29,997
23168,Total,2007,23,30-34,913
23168,Total,2007,23,35-39,891
23168,Total,2007,23,40-44,857
23168,Total,2007,23,45-49,751
23168,Total,2007,23,5-9,1394
23168,Total,2007,23,50-54,640
23168,Total,2007,23,55-59,508
23168,Total,2007,23,60-64,407
23168,Total,2007,23,65-69,369
23168,Total,2007,23,70-74,313
23168,Total,2007,23,75-79,188
23168,Total,2007,23,80-above,257
23168,Total,2008,23,0-4,1552
23168,Total,2008,23,10-14,1363
23168,Total,2008,23,15-19,1332
23168,Total,2008,23,20-24,1168
23168,Total,2008,23,25-29,1012
23168,Total,2008,23,30-34,909
23168,Total,2008,23,35-39,879
23168,Total,2008,23,40-44,864
23168,Total,2008,23,45-49,767
23168,Total,2008,23,5-9,1422
23168,Total,2008,23,50-54,661
23168,Total,2008,23,55-59,533
23168,Total,2008,23,60-64,418
23168,Total,2008,23,65-69,366
23168,Total,2008,23,70-74,324
23168,Total,2008,23,75-79,199
23168,Total,2008,23,80-above,262
23168,Total,2009,23,0-4,1538
23168,Total,2009,23,10-14,1342
